Job Title,pjdesc
Wordpress Developer,"we are looking for a friendly, motivated back-end php developer to join our fun, hard-working, and growing team of professionals! 2-3 years of experience in php and web development, (laraval advantage) experience in wordpress and woocommerce experience in rest api integration & development. expert skills with html, html5, javascript, jquery, ajax and css experience with mysql, including sql commands and optimizations ability to write, debug and test scripting languages like javascript and jquery experience with the git version control system and code review processes (bitbucket preferred) extremely high attention to detail strong problem-solving skills apply if you think you can live up to the challenges. position: *full-time* location: ahmedabad, gujarat, india job type: full-time salary: 30,000.00 - 60,000.00 per month experience: total work: 2 years (preferred) education: bachelor's (preferred) work remotely: temporarily due to covid-19"
DevOps Engineer,"about us turvo india is the world class r&d arm of the california-based software company, turvo inc. turvo is the only real-time collaborative logistics platform that connects anyone, anywhere to move things. our platform creates a smarter way for shippers, brokers, and carriers to seamlessly work together to get things done faster. we are re-imagining how the world moves things! why us at turvo we always like to push the boundaries of technologies and work on solving problems that have not been solved. we are agile startup-minded engineers and our culture emphasises on the policy of learn and teach as we care about building an environment where there is a constant flow of knowledge without the classroom learning techniques. as an early-stage employee, you will be uniquely positioned to learn a lot while solving complex problems and writing software both impactful to our customers and critical to our companys success. our team sizes are small to encourage impactful contributions from each engineer and to promote meaningful collaboration. we offer competitive salaries and a range of benefits. moreover, we will give you the chance to work with other awesome engineers and product designers. the primary role entails managing all infrastructure as code by defining desired state crafting continuous integration and continuous deployment pipelines standardising, automating and documenting all things. improving our build and release tooling and processes. defining best practices for virtualisation, configuration managements, source control, continuous integration, continuous delivery, automated testing and release management building tools for internal use to support software engineering best practices. bringing new automation technologies to improve the velocity and quality of our engineering efforts"
Database Administrator,purpose manage microsoft sql mysql oracle server related system ; develop maintain database driven solution used system administration ; administer department 's process automated system administration task essential function install administer microsoft sql oracle mysql database used system administration team ; assist administration troubleshooting solution rely database ; assist development in-house database administer scheduled task server used system administration team ; develop coordinate new automated task needed ; develop maintain related sql server integration service package required develop maintain web application used technical staff manage resource data stored microsoft sql oracle mysql database assist development web application used system administration team direct management resource computer system active directory object assist installation configuration daily administration troubleshooting database related service ; assist periodic deployment database dependent application department 's application developer team assist general administration server maintained system management team marginal/incidental function related function assigned required qualification least one year experience administering window server experience maintaining sql database experience writing application script computer system management good interpersonal communication interaction equivalent combination relevant education experience may substituted appropriate preferred qualification least three year ' experience administering environment multiple window server experience administering microsoft sql cluster experience automating system administration task using powershell experience developing application script active directory management experience working asp.net application ability work independently little supervision ability coordinate work member team ability perform task attention detail discretion sensitive information working condition may work around standard office condition may work around electrical mechanical hazard repetitive use keyboard workstation use manual dexterity lifting moving lifting moving occasional box cable server computer similar equipment weighing le 50 lb criminal history background check required finalist consideration position retirement plan position teacher retirement system texas trs subject position least 20 hour per week least 135 day length university texas austin equal opportunity/affirmative action employer complies applicable federal state law regarding nondiscrimination affirmative action university committed policy equal opportunity person doe discriminate basis race color national origin age marital status sex sexual orientation gender identity gender expression disability religion veteran status employment educational program activity admission hired required complete federal employment eligibility verification form i-9 required present acceptable original document prove identity authorization work united state information document submitted federal e-verify system verification document must presented later third day employment failure result dismissal ut austin tobacco-free campus
JavaScript Developer,"responsibilities work heavily with javascript and various javascript frameworks. create cascading style sheets (css) that are consistent across all browsers and platforms. use an agile approach to iteratively maintain and develop new functionality. work with server-side engineers to build robust restful and/or soap-based web services. stay up-to-date on emerging technologies. promote usability best practices. a bachelors degree in computer science, mathematics or other related field. 3-5 years development experience with html5, javascript and css3. experience with spa client-side frameworks such as vue.js, angular.js or ember.js. experience with server-side technologies such as node.js, java, or c# a plus proven knowledge of enterprise software concerns such as security, scalability, transaction management, and concurrency. familiarity with design patterns like mvc and mvvm required. experience with xml and xslt is a plus. experience working in scrum-based methodologies a plus. experience working with sass and build process management tools like grunt or gulp. highly motivated individual with the potential and desire to learn new technologies and take on an increasing level of responsibility within the technology team. ability to work independently, communicates effectively, and produces superior results. experience within the financial services industry is desirable. morningstar is an equal opportunity employer."
Backend Developer,domain trading domain (optional) location noida sec 16 communication skills should be excellent job location- noida yrs of exp-3+yrs backend developer- good experience in node.js good experience in mongo database desirable react.js experience will be a great plus aws experience will be a great plus linux experience will be an advantage git experience good verbal and written communication skill if you are interested kindly reply with following details along with your updated profile to process further. 1. total yrs of exp- 2. node.js exp- 3. mongodb exp- 4. current organization- 5. current ctc- 6.expected ctc- 7.notice period-
Database Administrator,sql database administrator surepayroll responsible typical database administration function database performance tuning monitoring capacity maintaining database and/or system security monitoring machine use maintaining supporting database third party software package part small team dba work direct impact application performance functionality run agile environment take part application development process part agile team writing/reviewing stored procedure script pull data and/or modify database structure providing database expertise team also provide technical application support critical internal external customer assist platform database design installs configures third party software coordinate activity application support network operation resolve system database support call utilizing necessary resource agile team member providing database expertise throughout sdlc process application development project provides on-call database support rotating basis collect format analyzes data capacity planning / performance monitoring learn understand application platform and/or rdbms represents functional department project setting project-related assignment requirement 4+ year experience hand experience operating system system maintenance equivalent combination education experience experience using sql language write script procedure familiar sql server alwayson architecture experience redhat sql profiler
Network Administrator,"nexus admin role with knowledge in nexus iq. devops cicd scripting powershell, shell script, python. good to have jira and servicenow knowledge. nexus admin role with knowledge in nexus iq. devops cicd scripting powershell, shell script, python. nexus admin role with knowledge in nexus iq devops cicd scripting, powershell, shell script, python. good to have jira and servicenow knowledge. nexus admin role with knowledge in nexus iq. devops cicd scripting powershell, shell script, python. good to have jira and servicenow knowledge."
Backend Developer,"requirements strong proficiency in php, mysql, html, css, git, php framework like laravel, node.js have a good knowledge of oops ability to understand business requirements and translate them into technical requirements familiarity with code versioning tools like git ability to write clean, commented and maintainable code. having a basic understanding of usability and ux candidates with a strong interest in consumer finance would be preferred strong knowledge of finance & tally apis candidate with at least 2-6 years. what we expect from you? customer centricity : we believe an ability to empathize with merchants and customers will help us outperform the competition and motivate us to innovate. the developer should be able to prioritize the roadmap based on customer needs. outcome and data-oriented : the developer should have the ability to define the economic rationale for every major effort and translate it into metrics. there should be an obsession with data for business iterations and improvements. hands-on & willingness to go above and beyond: for start-ups the responsibilities and needs of the business change quickly. we're looking for a developer who is not afraid to take on new challenges and can deal with ambiguity. ability to work with cross-functional teams : the developer must be able to manage cross - functional teams - customer care, product, merchants, compliance & finance teams. having the experience of managing healthy conflicts and driving people towards customer goals and organization priorities would be valued what you get? work closely with the director best in class salary with sizeable stock options opportunity to explore and learn different technologies no departmental barriers hence a lot of exposure an open environment where we celebrate our successes and failures hands on experience and freedom to explore new things for the betterment of the organisation fun location in the heart of fort's street food vendors, kala ghoda's cafes and restaurants"
Machine Learning,"job code: 47-ind-ml-m01 responsibilities:- study and transform data science prototypes design machine learning systems research and implement appropriate ml algorithms and tools develop machine learning applications according to requirements select appropriate datasets and data representation methods run machine learning tests and experiments perform statistical analysis and fine-tuning using test results train and retrain systems when necessary extend existing ml libraries and frameworks keep abreast of developments in the field requirements:- proven experience as a machine learning engineer or similar role understanding of data structures, data modeling, and software architecture deep knowledge of maths, probability, statistics, and algorithms ability to write robust code in python, java, and r familiarity with machine learning frameworks (like keras, pytorch, tensorflow) and libraries (like sci-kit-learn) excellent communication skills ability to work in a team outstanding analytical and problem-solving skills be in computer science, mathematics or similar field; masters degree is a plus"
Backend Developer,"backend developer jd about the company zivame was founded in 2011 with the vision to facilitate women to shop uninhibitedly for intimate wear and to make lingerie shopping comfortable. zivame is now the no. 1 online lingerie company in india with 30 + retail stores and a presence in 800 + partner stores across india. our mission is to be the destination for every womans intimate needs. we believe that every woman is unique, and we want to deliver a platform that allows her to browse, discover, and shop what is right for her. all the products at zivame stem from the desire to design something that is a blend of quality and comfort. zivame offers trendy lingerie, activewear, sleepwear, and shapewear in over 3000 + exclusive designs and 100 + sizes catering to women across all body types. about the role: stuff you absolutely must have done worked on either java or node or both (duh!) written complex queries for mysql or postgresql optimized code for high performance object-oriented design and programming worked on solr good stuff that you should have done (or should sound familiar) nslookup/dig ping wget/curl used postman handled at least one product/feature end-to-end ""bad"" stuff that you should have done caused a memory issue/deadlock/cpu utilization issue been directly responsible for at least one production issue created a bug that took at least a couple of days to figure out and fix had heated arguments with co-workers about your code (or theirs) stuff you will be working on; aka stuff you should be excited about e-commerce coding for a large user base and high-traffic volumes solving interesting problems with tight deadlines working with obsessive-compulsive product managers creating products that are high-quality, highly scalable, and with bugs that most users/testers will not find"
Django Developer,"greetings from scoop technologies..!! hiring for python developers - django experience: 7 plus location: bangalore job role: full time with scoop technologies key skills : should have at least 3 years of relavant experience as python developer. should be proficient with python framework including django/ flask/ orm (sqlalchemy) should have development experience in distributed/ low-latency/ high-available/ secure application. should have development experience in restful api services & understand the integration challenge with web-client applications. should have strong debugging skills in python. should be proficient on rdbms mysql or oracle database (able to create database tables/ sql/ schemas) should be familiar with the linux working environment. should have knowledge on git/ svn/ making package/ sdk/ devops etc note: looking for immediate to 15 days joiners if you are interested please drop in your resume @ neharika@scooptechs.com with below details. current location : total experience : relevant experience : ctc : ectc : notice period : offers : best regards, b neharika talent acquisition scoop technologies 00-11.00 years"
PHP Developer,"job description* php developer will be responsible for managing back-end services and the interchange of data between the server and the users. he will also be responsible for integrating the front-end elements built by your co-workers into the application. familiarity with the limitations of php as a platform and its workarounds. proficient in php, angular, html5, javascript, jquery expert. experience with php mvc frameworks (laravel, codeigniter, zend, etc.). hands-on angular. excellent relational database skills with mysql. experience with building restful json web services (preferred). required candidate profile* candidate should have a minimum of 3-5 years of experience in php development the developer will be responsible for design, development, enhancement, debugging, and implementation of web/software applications using an agile team (scrum/kanban) environment. you will get an opportunity to work with a variety of technologies and frameworks. responsibilities include creating the api using php and mysql and integrating the apis in the front end using angular, react, html and css. job type: full-time schedule: day shift experience: php laravel: 3 years (preferred) total work: 3 years (required) education: bachelor's (required) location: kochi, kerala (preferred) benefits: paid leaves / leave encashment work from home industry: software development work remotely: yes"
Node js developer,"we are looking for nodejs developers who can design and develop backend applications that are highly robust and scalable. the person is an excellent problem solver with strong technical knowledge in javascript frameworks. responsibilities: build and optimize back end for mobile & web applications. strong knowledge in building rest-ful api and knowledge of git. understanding of caching and message brokers like (redis, memcached or rabbitmq) familiarity with database technology such as mysql and postgresql. design & develop new micro-services and integrate with existing rest web services. experience with aws and deployment process. 2+ years of professional experience with node.js and express. deliver high quality, innovative, flexible, cost-optimized, and scalable technical solutions that meet business requirements. develop, construct, test, and maintain architecture with databases, large scale data processing. expected start date: 22/12/2020 job type: full-time salary: 450,000.00 - 600,000.00 per year schedule: monday to friday experience: node.js and express.: 2 years (required) database technology such as mysql and postgresql: 2 years (required) backend developer: 2 years (required) education: bachelor's (required) location: bengaluru, karnataka (required)"
Software Engineer,"hello guys, we are hiring for java, testing, android, ui development freshers passedout year: 2016-2020 qualification: b.e/b.tech, m.e/m.tech, bca, mca no percentage criteria job types: full-time, fresher salary: 15,000.00 - 45,000.00 per month schedule: day shift monday to friday morning shift supplemental pay: performance bonus yearly bonus experience: .net: 1 year (preferred) total work: 1 year (preferred) java: 1 year (preferred) c#: 1 year (preferred) education: secondary(10th pass) (preferred) work remotely: no speak with the employer +91 8197383927"
Machine Learning,"roles and responsibilities understand clients business objectives and strategy to ensure that analysis work is focused on the areas where most value can be added. collaborate with stakeholders/ team leaders in order to understand problem statements and design and execute potential solutions. mentor team members and ensure fault-free execution of projects / solutions. integration of multiple sources of data working on bigdata platforms. perform exploratory data analysis on large and complex data sets comprising of structured, semi-structured and unstructured data. work on multiple unstructured problems to deliver insights/ end-to- end solutions and improve our clients- understanding of their customers using analysis / statistics / machine learning algorithms. keep abreast of the latest developments in the data science space across industries for potential uses. please mail your cv to career@torcai.com"
Node js developer,"job description: must have worked on node js / express js should have experience in react js, meteor js, angular, backbone js should be expert in postman work experience in one of the platforms twilio, bandwidth, telnyx for voice, sms apis (preferred) experience in rest with json, and developing apis. implementing server-side code and designing the data architecture using modern web frameworks strong hand-on experience on different databases including but not limited to mongodb, mysql, couch db job type: full-time schedule: day shift flexible shift experience: node.js: 1 year (preferred) total work: 1 year (preferred) education: higher secondary(12th pass) (preferred) work remotely: temporarily due to covid-19"
Network Administrator,"job description : roles and responsibilities providing 3rd level technical support for complex problems in an operational environment; recommending alternative solutions, priorities, systems hardware/software, design changes and improvements; perfor job description : roles and responsibilities providing 3rd level technical support for complex problems in an operational environment; recommending alternative solutions, priorities, systems hardware/software, design changes and improvements; performing off-hours work to support changes. managing problems to resolution using defined process flow. implementing changes using defined change management protocol. performing additional responsibilities as assigned; configure network devices device activation and implementation network performance investigation perform wan and lan troubleshooting firewall and vpn troubleshooting monitor network devices and circuits provide circuit utilization reporting maintain cmdb inventory in service-now desired candidate profile 9+ years extensive experience / knowledge of r&s, wireless, optimization and in load balancing worked in complex environment including various products and enterprise scenarios. hands on experience on fortigate firewalls, cisco asas, cisco ftd, cisco switches (catalyst and nexus), f5 load balancer, cisco wireless networks, cisco umbrella cisco prime infrastructure configuration and support that include analyse logs to troubleshoot issues and configure wireless policies cisco ise infrastructure configuration and support which includes configure and maintenance analyse logs to troubleshoot account authentications issues experience with routing protocols specially ripv2, ospf, bgp experienced and proficient with azure networking and security. you love collaborative environments that use agile methodologies to encourage creative design thinking and find innovative ways to develop with cutting edge technologies ambitious individual who can work under their own direction towards agreed targets/goals and with creative approach to work intuitive individual with an ability to manage change and proven time management proven interpersonal skills while contributing to team effort by accomplishing related results as needed"
iOS Developer,"as an ios developer at nykaa, you are responsible for developing new features and maintaining existing ones, contributing to architecture and code design as well as coaching and training of junior software engineers. knowledgeable about programming languages, operating systems, networks, databases and sql, algorithms, architecture, code design and design patterns experience developing libraries/sdks for mobile will be advantageous strong understanding of object oriented principles solid knowledge of the ios app lifecycle as well as emerging technologies in the ios ecosystem must have experience in releasing and updating sdks on a central repository knowledge about push notification services. skills- swift, objective c, xcode, cocoa touch, problem solving, data structure, algorithms, design patterns, mvvm understanding of architectural patterns mvc and mvvm. job type: full-time salary: up to 1,500,000.00 per year experience: total work: 1 year (preferred) ios: 1 year (required) education: bachelor's (required) work remotely: no"
Node js developer,"careers job id: su1028 role: node js developer type of employment : full time employment work location hyderabad (uppal) required qualifications b.tech work shift normal shift time experience in terms of number of years 2 years role & responsibilities strong proficiency with javascript/es6/7/8 must have hands on experience of relational databases (like mssql, mysql, postgres, etc). knowledge of no sql based databases, mongodb preferred. understanding of in memory caching engines like redis or memcached. good knowledge of restful api and microservices strong knowledge of node.js and frameworks like e xpress / loopback basic understanding of front end technologies, such as html5, and css3 understanding accessibility and security compliance. user authentication and authorization between multiple systems, servers, and environments knowledge of modern authorisation mechanisms, such as json web token, oauth 2.0 integration of multiple data sources and databases into one system understanding fundamental design principles behind a scalable application creating database schemas that represent and support business processes proficient understanding of code version ing tools, such as git & ci/cd environments key skills node js, react js, javascript es6/7/8 and mongo db"
Wordpress Developer,"job description wordpress developer must have excellent knowledge of wordpress plugin development, custom development. strong wordpress experience with exposure to large scale wordpress applications. complete knowledge of wordpress architect. optimising performance & security for the website. ability to convert complex requirement into wordpress cms. ability to create and customize plugin for complex requirements. should have worked on woocommerce plugin & greatly customized woocommerce. must have experience to theme development, integration and customization. must have knowledge of oops concepts. should be agile and quick problem solver. candidate must have knowledge of template conversion (html to php). must require the knowledge of woo-commerce development. having strong knowledge of cms development. experience : 2 to 3 years position : 6 position location : ahmedabad"
Full Stack Developer,company information solid reputation passionate people endless opportunity 's traveler superior financial strength consistent record strong operating return mean security customer - opportunity employee find traveler full energy workplace truly make difference job summary traveler ha exciting opportunity senior engineer digital technology team joining innovative team creating forward thinking software solution member team enjoy seeking opportunity technical advocate influence develop redesign strategic software application stay top latest technology trend passion building responsive web web service api enabled architecture expertise javascript ui framework angular nodejs react lead success also enjoy working part team collaborative environment primary job duty & responsibility full stack developer/engineer design test develop deploy maintain improve software asset deliver high quality code thru hand development attention detail analyze/research issue provide solution quickly resolve enjoy mentoring others development process work closely agile team product owner engineer scrum master collaborative environment actively participate solution design system engineer architect minimum qualification high school diploma equivalent required 3 year programming/development experience required education work experience & knowledge ba/bs computer science related field equivalent practical experience 6+ year relevant hands-on software development experience high proficiency client side javascript framework reactjs angular modern j ui framework cs bootstrap nodejs/.net framework es2015+ experience desirable hands-on experience working web service technology rest json soap experienced automated unit testing acceptance testing framework nunit mocha jasmine jest selenium working experience version control git svn experience working agile/scrum development process preferred ambition learn utilize emerging technology working stimulating environment experience client facing technology heavy hand development individual contributor excellent verbal written communication skill proven ability learn adapt change quickly easily familiarity devops continuous delivery configuration management tool desired job specific & technical skill & competency expert javascript skill angular 2+ reactjs nodejs .net framework/.net core automated unit testing j .net equal employment opportunity statement traveler equal opportunity employer
Database Administrator,nutanix cloud computing software company sell hyper-converged infrastructure appliance software-defined storage founded 2009 publicly held company since 2016 named leader 2018 gartner magic quadrant hyper-converged system nutanix right fit passionate technology creative accomplished growing career pride encouraging culture learn failure pick back become best version nutanix offer several opportunity participate professional development learning fostering inspiring environment believe supporting also family fully-paid healthcare plan equity financial tool wellness program job summary nutanix solution architect sa combine deep technical expertise keen understanding address critical business need enterprise customer nutanix product solution sa high-impact high-visibility role considered pinnacle system engineering career path nutanix responsibility self-starter flourish dynamic technology company support sale team large and/or strategic opportunity love solving complex distributed database system problem engage senior technical decision maker throughout sale process present discus value proposition associated specialization build long-term business relationship become trusted advisor within select account see opportunity sell nutanix solution ability demonstrate improve reseller/alliance partner relationship increase sale build deliver technical product solution presentation and/or training session customer partner nutanix needed install support maintain nutanix solution proof concept poc deployment stay well ahead learning curve area expertise related business trend requirement deep domain expertise one rdbms technology like oracle microsoft sql db2 postgresql experience architecting designing deploying complex database deployment helping customer build dbaas architecture hands-on experience oracle/mssql database understanding awr/perfmon report experience sizing design complex workload broad database/analytics experience around technology like nosql db workload like mongodb cassandra couchdb desired proven experience one following area application virtualization server virtualization maintain relationship technical resource level customer organization deep understanding technical sale technique process including ability understand customer need overcome objection assist development business case technically close deal flexible dependable self-starter capable quickly learning new product technology excellent oral written communication skill well excellent presentation skill ability travel within united state required experience selling server storage hardware networking strong knowledge linux/unix extraordinary teammate work well dynamic situation startup environment qualification experience bachelor degree equivalent experience 5-8 year prior sale engineering reseller experience high-tech sale environment proven track record success driving customer adoption technology
Database Administrator,town foxborough seeking highly skilled professional department administrator support town building inspection department department administrator responsible management day-to- day operation building inspection department interact resident business board selectman town department elected official successful candidate posse superior administrative skill customer service skill ability maintain database position requires utmost dependability flexibility attention detail demonstrated ability perform fast-paced environment _duties include limited to_ _ _ supporting operation building inspection department ; preparing correspondence creating maintaining record report answering telephone call providing information referral person telephone responding complaint processing mail person also process permit application maintains database calculate fee enter data pertaining permit fee maintain record produce building permit online manually completes electrical plumbing gas trench permit produce weekly work schedule department personnel maintain inspection log coordinate inspection request update edit town website inspection department design review committee foxborough committee disabled citizen also monitoring procuring supply department process vendor inspector invoice responsible munis function including inputting salary calculating fee producing payroll monitoring budget processing invoice maintaining financial record employee generate report inclusion budget process produce monthly permitting statistical financial report use finance director chief assessor school department annual town report u census bureau publication job also entail oversight annual inspection process including preparation monthly draft notice fee application annual five year inspection place assembly institutional building multi-family dwelling according renewal schedule full job description available human resource department _qualifications experience_ high school education course office procedure business practice associate degree related field desirable two three year progressively responsible office experience equivalent combination education experience strong technical organizational skill communication skill required _salary benefits_ _ _ 35 hour/week benefit-eligible position salary range $ 26.82-32.70 per hour position covered collective bargaining agreement united steelworker town foxborough please apply online submit cover letter resume http //www.foxboroughma.gov/pages/foxboroughma_hr/index application accepted august 14 2018 posting date july 25 2018 _equal opportunity employer_ _the town foxborough accommodates need physically challenged disabled people reasonable mean accordance american disability act._
PHP Developer,"previous experience in the development of high-end web applications in php, mysql and ajax. strong understanding of w3c compliant html and css code. strong php skills, both in scripting and object orientation (oops). strong knowledge of mysql databases, including their construction, stored procedures, triggers and performance management. good working knowledge of core php along with any of the mvc frameworks like. solid linux background (ubuntu or centos preferred). working knowledge shopping cart development with shipping, and payment gateway. integration for e-commerce websites. should have excellent database design and implementation skills. strong knowledge of javascript and javascript frameworks, preferably jquery. previous use of a version control system (git or svn). knowledge about linux operation system (mandatory) and windows os server knowledge(aws optional) experience: php/mysql: 1-3 years (preferred) education: bachelor's (preferred) licence: core php (preferred) programming languages needed: html (preferred) css (preferred) php (preferred) mysql(preferred) javascript (preferred) work location: mumbai city. application deadline: 7/12/2020 expected start date: 7/12/2020 job types: full-time, walk-in salary: 15,779.00 - 50,574.00 per month benefits: cell phone reimbursement commuter assistance flexible schedule food allowance internet reimbursement paid sick time work from home schedule: day shift supplemental pay: yearly bonus experience: total work: 1 year (required) php/mysql: 3 years (preferred) education: bachelor's (required) licence: core php (required) programming languages needed: html (required) css (required) javascript (required) php (required) .net (required) speak with the employer +91 9076140775"
Django Developer,"job type : full time, employee experience : 4+ years of experience in python. education : b.tech/mca location: ernakulam / cochin qualities sought-out in the desired candidate: strong knowledge of django frameworks. experience with desktop and online versions. good expertise in database (sql). excellent written and verbal communication skills in english. team player."
Backend Developer,"whether you're a chai lover or an icedcoffee aficionado, this position at west agile labs will keep your appetite for scripting roaring. we are looking for team players who eat, breathe and talk code, and aren't afraid to experiment. west agile labs is a global software development and digital design company based in san francisco with offices in india. with a team of over 120 people, we work with both startups (including 7 from y-combinator) and enterprise organizations. at west agile labs, we go the extra mile for our clients, on the first project, and on every project that follows. we offer consulting, design and development services to build great products, foster close relationships, and help grow incredible companies. our keen sense of emerging technologies and business acumen culminates from years of experience producing sustainable and viable products built to last. we build smart. we build efficiently. we build because its our passion. requirements: looking for someone who has an exp ranging from 4-10 years in mern. someone who is smart, team player, and good communication skills professional experience and sound technical knowledge on node.js and react.js programming languages self learner, who is able to built applications from the scratch conduct and participate in design reviews and code reviews understanding of best standards, guidelines etc. and actually cares about adhering to them. ability to write clean, modularized, maintainable and well tested code good knowledge of tdd good knowledge of front end tools - html, css and javascript knowledge of any frontend, js framework (a plus), a huge plus if you know react.js ability to handle complex problems from design to execution. able to build scalable web applications prior experience in working with aws and heroku environments. must have db knowledge of both sql and nosql systems skills : html css javascript, with knowledge of es6 jquery json, restful apis mongodb and other rdbms systems like postgres, mysql any backend framework on any language like ruby on rails, django, express js (preferred) nodejs react.js knowledge in other frontend frameworks like vuejs, angular, ember, knockout will be a plus. git or any source version control systems requirements: knowledge of asynchronous programming. db query, aggregation framework and pipeline concepts. good understanding of any of server-side templating languages like jade, pug, handlebars etc. good understanding of css preprocessors like sass, less, etc. basic understanding of front-end technologies, such as html5, and css3. understanding web accessibility and security compliance. understanding fundamental design principles behind a scalable application. knowledge of testing framework such as jest, jasmine, mocha, chai, etc. proficient understanding of code versioning tools, such as git, svn, etc. benefits: work from home: working from home option is available to employees and is considered on a case by case basis with prior approval by the respective manager. certification reimbursement: while you are continuously performing well, it is also important that you keep yourself updated of the latest technology trends in the market. so we support the employees by helping them financially and also provide suggestions by the industry experts upon the areas of certifications whenever required. health insurance & accidental insurance rewards & recognition : employees are rewarded for their performance on a regular basis. leaves : birthday leave, maternity leave & paternity leave uber for work : employees working post 8 pm in the office premises can travel home safe in uber. wal is associated with uber for late working employees and pays for their travel home fitness allowance: employees will be eligible for a fitness all access pass on a quarterly basis."
Software Engineer,"manual tester with 3 to 5 years on the job experience must have some automation experience must have experience testing enterprise web applications like erp, crm etc."
Network Administrator,"immediate appointed for network engineers,wanted for network admin/system admin/desktop support engineer. good salary with all facilities+esi/pf. we need for (0-3)years only, further details contact hr team-6374331125. freshers can also apply. immediate appointed for network engineers,wanted for network admin/system admin/desktop support engineer. good salary with all facilities+esi/pf. we need for (0-3)years only, further details contact hr team-6374331125. freshers can also apply."
DevOps Engineer,"associate principal engineer (devops-cloud-automation) 10 to 13 years of experience about nagarro: nagarro helps clients transform, adapt, and build new ways into the future through an entrepreneurial, agile, and caring mindset. we excel at digital product engineering and deliver on our promise of thinking breakthroughs. today, we are 8,400+ experts across 25 countries, forming a nation of nagarrians, ready to help our customers succeed. at nagarro, you can look forward to a work culture that is dynamic and non-hierarchical. you will be given opportunities to add value to challenging and complex assignments, while collaborating with world class technologists. the versatile environment here, helps foster fresh perspectives and enables you to deliver high quality code. there will be ample opportunities provided for skill upgradation to accelerate your professional and personal development. what makes you a good fit for this role: strong experience in jenkins, ci/cd, native mobile app, azure devops source code management: gitlab/ github/ svn/ subversion/ bitbucket/ nuget/ artifactory build automation server: aws codebuild/ aws codedeploy/ jenkins/ cloudbees/ bamboo/ circle ci/ gitlab ci/ gitlab runner/ urban code deploy/ go cd/ team city/ octopus/ sonar automation tool: terraform/ cloudformation/ lambda/ python middleware: tomcat/ jboss/ wildfly/ websphere/ weblogic/ payara/ jetty/ glassfish/ coldfusion/ iis/ ngnix/ apache/database: mssql/ oracle/ mysql/ sybase/ postgres/ mongodb/ berkeley db/ memcached/ rds container management: rkt/ docker/ docker swarm/ kubernetes/ openshift/ apache mesos collaboration: jira/ confluence/ azure devops orchestration: electric flow/ electric cloud automic/ ansible tower/ awx/ jenkins cloud: openstack/ aws/ azure/ gcp/ ibm bluemix/ cloud foundary 9. monitoring:cloudwatch/ cloudtrail . ability to provide design, solution, develop azure pipelines for mobile ci-cd in ios and android in-depth knowledge in mobile signing android/ios and provisioning profile for ios strong troubleshooting skills in different disparate technologies and environments enthusiastic about different areas of work and exploring new technologies clarity of thought and strong communication skills to effectively pitch solutions ability to explore and grasp new technologies mentoring your team members in projects and helping them keep up with new technologies empowering the team members to be solution providers and enable a flat environment where everyones point of view is considered and feedback is encouraged. what are your responsibilities: understanding the clients business use cases and technical requirements and be able to convert them into technical design which elegantly meets the requirements mapping decisions with requirements and be able to translate the same to developers identifying different solutions and being able to narrow down the best option that meets the clients requirements defining guidelines and benchmarks for nfr considerations during project implementation writing and reviewing design document explaining overall architecture, framework, and high-level design of the application for the developers reviewing architecture and design on various aspects like extensibility, scalability, security, design patterns, user experience, nfrs, etc., and ensure that all relevant best practices are followed developing and designing the overall solution for defined functional and non-functional requirements; and defining technologies, patterns, and frameworks to materialize it understanding and relating technology integration scenarios and applying these learnings in projects carrying out pocs to make sure that suggested design/technologies meet the requirements"
